1、四则运算题目1: 76-34+13=
3357、四则运算题目3357: 92-43=
3358、四则运算题目3358: 45+47+68=
3359、四则运算题目3359: 19-0-9=
3360、四则运算题目3360: 55-17+71=
3361、四则运算题目3361: 59-2+81=
3362、四则运算题目3362: 35-27=
3363、四则运算题目3363: 95-61=
3364、四则运算题目3364: 15+78-15=
3365、四则运算题目3365: 24+90=
3366、四则运算题目3366: 66+48+86=
3367、四则运算题目3367: 38-21-4=
3368、四则运算题目3368: 81+59-34=
3369、四则运算题目3369: 68+44=
3370、四则运算题目3370: 26+12=
3371、四则运算题目3371: 21+88-38=
3372、四则运算题目3372: 78-22+39=
3373、四则运算题目3373: 19-1-18=
3374、四则运算题目3374: 58+64+22=
3375、四则运算题目3375: 8-8+54=
3376、四则运算题目3376: 16+82-31=
3377、四则运算题目3377: 50+81=
3378、四则运算题目3378: 39-31=
3379、四则运算题目3379: 54-43=
3380、四则运算题目3380: 40-16=
3381、四则运算题目3381: 82+49=
3382、四则运算题目3382: 40+66=
3383、四则运算题目3383: 82-10+17=
3384、四则运算题目3384: 38+22+67=
3385、四则运算题目3385: 67+29=
3386、四则运算题目3386: 45-1=
3387、四则运算题目3387: 53-42-1=
3388、四则运算题目3388: 35+44-60=
3389、四则运算题目3389: 41-40=
3390、四则运算题目3390: 70+81+78=
3391、四则运算题目3391: 71+57=
3392、四则运算题目3392: 51+30+48=
3393、四则运算题目3393: 35-34+3=
3394、四则运算题目3394: 0+79=
3395、四则运算题目3395: 85+25-31=
3396、四则运算题目3396: 26+61=
3397、四则运算题目3397: 64-21-20=
3398、四则运算题目3398: 65-26-37=
3399、四则运算题目3399: 3-3=
3400、四则运算题目3400: 61+32=
3401、四则运算题目3401: 12-7+1=
3402、四则运算题目3402: 13-8=
3403、四则运算题目3403: 18-16=
3404、四则运算题目3404: 4-4+68=
3405、四则运算题目3405: 64-16+10=
3406、四则运算题目3406: 20+18+14=
3407、四则运算题目3407: 89-26+70=
3408、四则运算题目3408: 15+17+12=
3409、四则运算题目3409: 28+20-23=
3410、四则运算题目3410: 78-16-14=
3411、四则运算题目3411: 38+40-75=
3412、四则运算题目3412: 25-4=
3413、四则运算题目3413: 21+23=
3414、四则运算题目3414: 50-3=
3415、四则运算题目3415: 25-2-16=
3416、四则运算题目3416: 63-9-7=
3417、四则运算题目3417: 27+24-16=
3418、四则运算题目3418: 46-2=
3419、四则运算题目3419: 29-11=
3420、四则运算题目3420: 33+6+65=
3421、四则运算题目3421: 51+64=
3422、四则运算题目3422: 88-1=
3423、四则运算题目3423: 6-6+42=
3424、四则运算题目3424: 90+21-43=
3425、四则运算题目3425: 46-15+49=
3426、四则运算题目3426: 6-5=
3427、四则运算题目3427: 83+17=
3428、四则运算题目3428: 72+21=
3429、四则运算题目3429: 8-0=
3430、四则运算题目3430: 14-10-3=
3431、四则运算题目3431: 19-17-0=
3432、四则运算题目3432: 78+30=
3433、四则运算题目3433: 82-67+7=
3434、四则运算题目3434: 29-17-12=
3435、四则运算题目3435: 57-15+30=
3436、四则运算题目3436: 18-9=
3437、四则运算题目3437: 6+12-10=
3438、四则运算题目3438: 74+39-70=
3439、四则运算题目3439: 5+9+10=
3440、四则运算题目3440: 28-28=
3441、四则运算题目3441: 95+42=
3442、四则运算题目3442: 91-29=
3443、四则运算题目3443: 96-56=
3444、四则运算题目3444: 98-12=
3445、四则运算题目3445: 53+42-32=
3446、四则运算题目3446: 63-63=
3447、四则运算题目3447: 82-54=
3448、四则运算题目3448: 32+32+48=
3449、四则运算题目3449: 55+72+24=
3450、四则运算题目3450: 43-13-24=
3451、四则运算题目3451: 20+55=
3452、四则运算题目3452: 92+72=
3453、四则运算题目3453: 72-32-20=
3454、四则运算题目3454: 70-59+72=
3455、四则运算题目3455: 97+82=
3456、四则运算题目3456: 15-10=
3457、四则运算题目3457: 2-0+43=
3458、四则运算题目3458: 86-52=
3459、四则运算题目3459: 18-6=
3460、四则运算题目3460: 70+18=
3461、四则运算题目3461: 11+21=
3462、四则运算题目3462: 70-59=
3463、四则运算题目3463: 62-34-10=
3464、四则运算题目3464: 41-10-31=
3465、四则运算题目3465: 56+34+95=
3466、四则运算题目3466: 11-11=
3467、四则运算题目3467: 11+87=
3468、四则运算题目3468: 15+58=
3469、四则运算题目3469: 59+0=
3470、四则运算题目3470: 28-0+13=
3471、四则运算题目3471: 35+10=
3472、四则运算题目3472: 11-7+22=
3473、四则运算题目3473: 26+23-3=
3474、四则运算题目3474: 70+54=
3475、四则运算题目3475: 86+31+39=
3476、四则运算题目3476: 64+0+68=
3477、四则运算题目3477: 18+49-17=
3478、四则运算题目3478: 89-73=
3479、四则运算题目3479: 28+39=
3480、四则运算题目3480: 52+19-54=
3481、四则运算题目3481: 50+22=
3482、四则运算题目3482: 63+15-20=
3483、四则运算题目3483: 34+43-1=
3484、四则运算题目3484: 70+70=
3485、四则运算题目3485: 79+83=
3486、四则运算题目3486: 60-13-43=
3487、四则运算题目3487: 81-49=
3488、四则运算题目3488: 98-57=
3489、四则运算题目3489: 28-9+60=
3490、四则运算题目3490: 80+39=
3491、四则运算题目3491: 26-2=
3492、四则运算题目3492: 24-23=
3493、四则运算题目3493: 59+79+16=
3494、四则运算题目3494: 35-23+20=
3495、四则运算题目3495: 20+61=
3496、四则运算题目3496: 62+24=
3497、四则运算题目3497: 26-19=
3498、四则运算题目3498: 29+34=
3499、四则运算题目3499: 8+22=
3500、四则运算题目3500: 60+0-43=
3501、四则运算题目3501: 53-0=
3502、四则运算题目3502: 23+3+87=
3503、四则运算题目3503: 10-2+51=
3504、四则运算题目3504: 29-3=
3505、四则运算题目3505: 1+90=
3506、四则运算题目3506: 55+81=
3507、四则运算题目3507: 22+15=
3508、四则运算题目3508: 13-6-2=
3509、四则运算题目3509: 47-40=
3510、四则运算题目3510: 20-12=
3511、四则运算题目3511: 30+97-12=
3512、四则运算题目3512: 87+34-4=
3513、四则运算题目3513: 21-18-2=
3514、四则运算题目3514: 35-24-3=
3515、四则运算题目3515: 92+76-96=
3516、四则运算题目3516: 45-2=
3517、四则运算题目3517: 33+19+87=
3518、四则运算题目3518: 58+43-93=
3519、四则运算题目3519: 82+22+74=
3520、四则运算题目3520: 46+36+55=
3521、四则运算题目3521: 52+51=
3522、四则运算题目3522: 14+1=
3523、四则运算题目3523: 4+11+6=
3524、四则运算题目3524: 83-3=
3525、四则运算题目3525: 40-9=
3526、四则运算题目3526: 39-7=
3527、四则运算题目3527: 57-50=
3528、四则运算题目3528: 2+7=
3529、四则运算题目3529: 8+26-21=
3530、四则运算题目3530: 11+47=
3531、四则运算题目3531: 98-62-22=
3532、四则运算题目3532: 85-85+92=
3533、四则运算题目3533: 29-24-2=
3534、四则运算题目3534: 81-9+75=
3535、四则运算题目3535: 46+38=
3536、四则运算题目3536: 13+0+36=
3537、四则运算题目3537: 84-7-4=
3538、四则运算题目3538: 12-6-6=
3539、四则运算题目3539: 7+45=
3540、四则运算题目3540: 94-15+89=
3541、四则运算题目3541: 59-13=
3542、四则运算题目3542: 26+19=
3543、四则运算题目3543: 72+48=
3544、四则运算题目3544: 65-51=
3545、四则运算题目3545: 3-1-1=
3546、四则运算题目3546: 57-32=
3547、四则运算题目3547: 56+19=
3548、四则运算题目3548: 56-18-36=
3549、四则运算题目3549: 98+19=
3550、四则运算题目3550: 14-3=
3551、四则运算题目3551: 8-8-0=
3552、四则运算题目3552: 61+21+69=
3553、四则运算题目3553: 9-8+92=
3554、四则运算题目3554: 85+51-84=
3555、四则运算题目3555: 11+28=
3556、四则运算题目3556: 3+6-5=
3557、四则运算题目3557: 45+29=
3558、四则运算题目3558: 61+50+26=
3559、四则运算题目3559: 3-2=
3560、四则运算题目3560: 52-4+72=
3561、四则运算题目3561: 39+68-38=
3562、四则运算题目3562: 26+53=
3563、四则运算题目3563: 23+38-36=
3564、四则运算题目3564: 30+7=
3565、四则运算题目3565: 37+29=
3566、四则运算题目3566: 70-4+28=
3567、四则运算题目3567: 86+16=
3568、四则运算题目3568: 0-0+79=
3569、四则运算题目3569: 49-33-9=
3570、四则运算题目3570: 8-1=
3571、四则运算题目3571: 51-44-1=
3572、四则运算题目3572: 46+92+90=
3573、四则运算题目3573: 4-4=
3574、四则运算题目3574: 67+20=
3575、四则运算题目3575: 56+4=
3576、四则运算题目3576: 72+25-88=
3577、四则运算题目3577: 26-9=
3578、四则运算题目3578: 0-0=
3579、四则运算题目3579: 46+45=
3580、四则运算题目3580: 72+61+12=
3581、四则运算题目3581: 0+94=
3582、四则运算题目3582: 23+33-32=
3583、四则运算题目3583: 12+35=
3584、四则运算题目3584: 59+64=
3585、四则运算题目3585: 17-12-5=
3586、四则运算题目3586: 43+96=
3587、四则运算题目3587: 43+44=
3588、四则运算题目3588: 67-41-11=
3589、四则运算题目3589: 58+18-51=
3590、四则运算题目3590: 20+6+94=
3591、四则运算题目3591: 43-32+73=
3592、四则运算题目3592: 40+25-23=
3593、四则运算题目3593: 62+57-24=
3594、四则运算题目3594: 13+17+14=
3595、四则运算题目3595: 0-0=
3596、四则运算题目3596: 33+69+39=
3597、四则运算题目3597: 11+6-5=
3598、四则运算题目3598: 65-22=
3599、四则运算题目3599: 22-20=
3600、四则运算题目3600: 27-15+7=
3601、四则运算题目3601: 20+51-19=
3602、四则运算题目3602: 94-61=
3603、四则运算题目3603: 78-30+78=
3604、四则运算题目3604: 0-0=
3605、四则运算题目3605: 9+89+9=
3606、四则运算题目3606: 5-4-0=
3607、四则运算题目3607: 59+92=
3608、四则运算题目3608: 9+57+80=
3609、四则运算题目3609: 62-47=
3610、四则运算题目3610: 15+44-1=
3611、四则运算题目3611: 56-8-23=
3612、四则运算题目3612: 41-21+14=
3613、四则运算题目3613: 0-0-0=
3614、四则运算题目3614: 99+3=
3615、四则运算题目3615: 26-19+28=
3616、四则运算题目3616: 82-38+90=
3617、四则运算题目3617: 3+63-30=
3618、四则运算题目3618: 17-7=
3619、四则运算题目3619: 57+29=
3620、四则运算题目3620: 41+48-13=
3621、四则运算题目3621: 93+65+61=
3622、四则运算题目3622: 94-73=
3623、四则运算题目3623: 58-35+39=
3624、四则运算题目3624: 72+86+48=
3625、四则运算题目3625: 84-16=
3626、四则运算题目3626: 75+58-76=
3627、四则运算题目3627: 63+42=
3628、四则运算题目3628: 50-7=
3629、四则运算题目3629: 51-18-26=
3630、四则运算题目3630: 94-28+53=
3631、四则运算题目3631: 46+88=
3632、四则运算题目3632: 79-6-52=
3633、四则运算题目3633: 63-45=
3634、四则运算题目3634: 68-21=
3635、四则运算题目3635: 22+84+78=
3636、四则运算题目3636: 57-44+18=
3637、四则运算题目3637: 71-41=
3638、四则运算题目3638: 55+98-98=
3639、四则运算题目3639: 3+79=
3640、四则运算题目3640: 29+71+43=
3641、四则运算题目3641: 83+70=
3642、四则运算题目3642: 37+58=
3643、四则运算题目3643: 33-18=
3644、四则运算题目3644: 38-37+69=
3645、四则运算题目3645: 93+39=
3646、四则运算题目3646: 55+36=
3647、四则运算题目3647: 65-59-1=
3648、四则运算题目3648: 9-9+46=
3649、四则运算题目3649: 34-17=
3650、四则运算题目3650: 50-3-5=
3651、四则运算题目3651: 22+87-87=
3652、四则运算题目3652: 84-30=
3653、四则运算题目3653: 32+88=
3654、四则运算题目3654: 34-5=
3655、四则运算题目3655: 99+95-74=
3656、四则运算题目3656: 13-9+74=
3657、四则运算题目3657: 50+63=
3658、四则运算题目3658: 10+94-55=
3659、四则运算题目3659: 2-1+44=
3660、四则运算题目3660: 74-32=
3661、四则运算题目3661: 80+95=
3662、四则运算题目3662: 70+96+30=
3663、四则运算题目3663: 35-25-8=
3664、四则运算题目3664: 31-12+49=
3665、四则运算题目3665: 12+47+45=
3666、四则运算题目3666: 86+22+71=
3667、四则运算题目3667: 61-13+64=
3668、四则运算题目3668: 45-14-24=
3669、四则运算题目3669: 69-25+81=
3670、四则运算题目3670: 19-8=
3671、四则运算题目3671: 52-21-8=
3672、四则运算题目3672: 15+57=
3673、四则运算题目3673: 24-22=
3674、四则运算题目3674: 49+60=
3675、四则运算题目3675: 6+95+2=
3676、四则运算题目3676: 38+49+72=
3677、四则运算题目3677: 41+84+62=
3678、四则运算题目3678: 21-6=
3679、四则运算题目3679: 94+24+73=
3680、四则运算题目3680: 80+56+93=
3681、四则运算题目3681: 48+43+99=
3682、四则运算题目3682: 26+58=
3683、四则运算题目3683: 26-3-20=
3684、四则运算题目3684: 30+65+65=
3685、四则运算题目3685: 18-2-1=
3686、四则运算题目3686: 71+72=
3687、四则运算题目3687: 80+83-98=
3688、四则运算题目3688: 68-15-29=
3689、四则运算题目3689: 69+59+1=
3690、四则运算题目3690: 24+51+20=
3691、四则运算题目3691: 3-0+85=
3692、四则运算题目3692: 84+19=
3693、四则运算题目3693: 16+46-59=
3694、四则运算题目3694: 94+12-3=
3695、四则运算题目3695: 64+40-83=
3696、四则运算题目3696: 8-1=
3697、四则运算题目3697: 21+29+35=
3698、四则运算题目3698: 4-2=
3699、四则运算题目3699: 50+47-67=
3700、四则运算题目3700: 94-80=
3701、四则运算题目3701: 30-13-7=
3702、四则运算题目3702: 83+68+61=
3703、四则运算题目3703: 35-2=
3704、四则运算题目3704: 9+45=
3705、四则运算题目3705: 85+22=
3706、四则运算题目3706: 79+35+69=
3707、四则运算题目3707: 15+53=
3708、四则运算题目3708: 75-38+23=
3709、四则运算题目3709: 44+41+77=
3710、四则运算题目3710: 67+11=
3711、四则运算题目3711: 39+95=
3712、四则运算题目3712: 86+84+91=
3713、四则运算题目3713: 3-1=
3714、四则运算题目3714: 79-9=
3715、四则运算题目3715: 14+37+62=
3716、四则运算题目3716: 45+54=
3717、四则运算题目3717: 38-3+59=
3718、四则运算题目3718: 60+82=
3719、四则运算题目3719: 84+52=
3720、四则运算题目3720: 40+25=
3721、四则运算题目3721: 79-74=
3722、四则运算题目3722: 84+14=
3723、四则运算题目3723: 13-11+5=
3724、四则运算题目3724: 37+15=
3725、四则运算题目3725: 61-31+54=
3726、四则运算题目3726: 13-8=
3727、四则运算题目3727: 67+48+88=
3728、四则运算题目3728: 72-14+73=
3729、四则运算题目3729: 83+40+4=
3730、四则运算题目3730: 47-18-22=
3731、四则运算题目3731: 34-15=
3732、四则运算题目3732: 53+22=
3733、四则运算题目3733: 94-0=
3734、四则运算题目3734: 77+63-27=
3735、四则运算题目3735: 44-41-0=
3736、四则运算题目3736: 42-12=
3737、四则运算题目3737: 36-30=
3738、四则运算题目3738: 75-67-4=
3739、四则运算题目3739: 16+13-24=
3740、四则运算题目3740: 24-15=
3741、四则运算题目3741: 13-4-6=
3742、四则运算题目3742: 7-2+3=
3743、四则运算题目3743: 40+17=
3744、四则运算题目3744: 24-21=
3745、四则运算题目3745: 61-31+72=
3746、四则运算题目3746: 98+18=
3747、四则运算题目3747: 75-24=
3748、四则运算题目3748: 3+87-16=
3749、四则运算题目3749: 57-5=
3750、四则运算题目3750: 94-80-12=
3751、四则运算题目3751: 4+17+35=
3752、四则运算题目3752: 36-8-23=
3753、四则运算题目3753: 98-16+2=
3754、四则运算题目3754: 86-8+6=
3755、四则运算题目3755: 99+72+88=
3756、四则运算题目3756: 11-5-3=
3757、四则运算题目3757: 32-9+23=
3758、四则运算题目3758: 26+86-34=
3759、四则运算题目3759: 23+90-39=
3760、四则运算题目3760: 19+0-10=
3761、四则运算题目3761: 97+1-20=
3762、四则运算题目3762: 90-35=
3763、四则运算题目3763: 99+46=
3764、四则运算题目3764: 1-1-0=
3765、四则运算题目3765: 40-33=
3766、四则运算题目3766: 40+70+92=
3767、四则运算题目3767: 99-5=
3768、四则运算题目3768: 59+99-69=
3769、四则运算题目3769: 56-9+68=
3770、四则运算题目3770: 28-16=
3771、四则运算题目3771: 78+76=
